family	decimalLatitude	decimalLongitude
Cucurbitaceae	34.137044	-118.294373
Grossulariaceae	34.137044	-118.294373
Solanaceae	34.137044	-118.294373
Asteraceae	34.0345	-118.812127
Grossulariaceae	34.03686	-118.813249
Asteraceae	37.739952	-122.45209
Ericaceae	37.470485	-122.13233
Lamiaceae	34.266827	-118.382178
Grossulariaceae	34.266827	-118.382178
Papaveraceae	34.266827	-118.382178
Asteraceae	34.266827	-118.382178
Hydrophyllaceae	34.266827	-118.382178
Brassicaceae	34.266827	-118.382178
Hydrophyllaceae	34.266827	-118.382178
Fabaceae	34.266827	-118.382178
Montiaceae	34.056447	-118.687759
Fabaceae	34.105337	-118.641714
Plantaginaceae	34.105337	-118.641714
Polemoniaceae	34.105337	-118.641714
Pteridaceae	34.105337	-118.641714
Hydrophyllaceae	34.105337	-118.641714
Rosaceae	34.105337	-118.641714
Crassulaceae	34.105337	-118.641714
Asparagaceae	32.539731	-99.710879
Ericaceae	38.45163	-122.97622
Lamiaceae	34.104935	-118.640212
Hydrophyllaceae	34.104935	-118.640212
Hydrophyllaceae	34.104935	-118.640212
Asparagaceae	34.104935	-118.640212
Ericaceae	38.126965	-122.533737
Lauraceae	38.127457	-122.531861
Sapindaceae	38.126043	-122.53232
Fabaceae	38.514854	-122.936402
Poaceae	36.477529	-114.528006
Fouquieriaceae	33.100492	-116.301327
Rosaceae	34.120297	-118.4116
Primulaceae	37.853695	-122.191842
Asteraceae	37.93387	-122.142519
Rubiaceae	37.93387	-122.142519
Fagaceae	34.185002	-118.771749
Orobanchaceae	37.93387	-122.142519
Asteraceae	37.93387	-122.142519
Asteraceae	37.93387	-122.142519
Fagaceae	37.93387	-122.142519
Brassicaceae	37.93387	-122.142519
Fabaceae	37.93387	-122.142519
Orobanchaceae	37.93387	-122.142519
Orobanchaceae	37.93387	-122.142519
Crassulaceae	33.014086	-117.2767
Cactaceae	28.627057	-96.100386
Orobanchaceae	34.757008	-118.526564
Asteraceae	34.772883	-118.7569
Hydrophyllaceae	34.747447	-118.525653
Papaveraceae	34.747447	-118.525653
Papaveraceae	34.120297	-118.4116
Papaveraceae	34.747447	-118.525653
Primulaceae	34.191998	-118.331719
Malvaceae	34.19177	-118.396974
Cactaceae	35.040426	-115.409404
Polypodiaceae	34.1066	-118.937182
Orobanchaceae	36.166578	-87.10977
Asteraceae	34.184861	-118.771713
Grossulariaceae	37.925389	-122.159233
Papaveraceae	34.117614	-118.924502
Aspleniaceae	36.052352	-86.995403
Boraginaceae	36.052565	-86.995341
Asteraceae	34.032175	-118.706634
Onagraceae	34.080366	-118.704364
Montiaceae	34.080366	-118.704364
Poaceae	30.405492	-97.791255
Lamiaceae	34.17675	-118.472978
Rosaceae	34.17675	-118.472978
Adoxaceae	34.17675	-118.472978
Grossulariaceae	34.17675	-118.472978
Brassicaceae	34.17675	-118.472978
Asteraceae	38.000481	-122.130641
Fabaceae	37.95443	-122.139666
Pinaceae	43.326185	-72.512868
Pinaceae	43.262063	-72.604764
Onagraceae	37.965535	-122.120532
Pinaceae	43.262924	-72.59864
Pinaceae	44.202497	-72.591563
Asteraceae	34.42034	-119.858642
Asteraceae	34.185846	-118.100188
Platanaceae	34.180947	-118.096411
Asparagaceae	34.183773	-118.09782
Asparagaceae	30.495641	-97.175798
Asteraceae	34.17675	-118.472978
Rhamnaceae	34.125732	-118.929394
Asteraceae	34.1076	-118.370344
Geraniaceae	34.173982	-118.207718
Onagraceae	39.594925	-121.551855
Asparagaceae	39.591899	-121.556125
Phrymaceae	39.595752	-121.545138
Tecophilaeaceae	39.595223	-121.55091
Cactaceae	30.234986	-97.64576
Solanaceae	31.735374	-106.363657
Rhamnaceae	34.126265	-118.930027
Poaceae	30.25474	-94.170141
Solanaceae	30.554139	-103.843636
Portulacaceae	34.033242	-118.315255
Euphorbiaceae	34.033314	-118.313178
Rubiaceae	38.937408	-76.991867
Rosaceae	33.352872	-118.361079
Fabaceae	34.806649	-118.596019
Geraniaceae	34.932371	-118.573145
Cucurbitaceae	34.93104	-118.566185
Geraniaceae	34.888601	-118.705505
Orchidaceae	36.354471	-84.872985
Asparagaceae	36.37453	-84.906862
Osmundaceae	36.3384	-84.851496
Malvaceae	30.747619	-98.048972
Geraniaceae	34.933375	-118.573423
Phytolaccaceae	30.113503	-95.645149
Cactaceae	33.04923	-96.853902
Sapindaceae	43.523998	-72.39536
Poaceae	30.548187	-96.389254
Cyperaceae	41.999611	-87.778487
Asparagaceae	34.135608	-118.54615
Solanaceae	30.776667	-105.015833
Onagraceae	34.135608	-118.54615
Asteraceae	34.135608	-118.54615
Asteraceae	34.135608	-118.54615
Polygonaceae	34.135608	-118.54615
Plantaginaceae	34.135608	-118.54615
Cactaceae	31.807692	-106.472114
Orobanchaceae	37.79203	-122.456674
Grossulariaceae	34.135608	-118.54615
Rosaceae	34.135608	-118.54615
Lamiaceae	34.135608	-118.54615
Asteraceae	37.792524	-122.483579
Plantaginaceae	37.790505	-122.469926
Fagaceae	34.264751	-118.652145
Asteraceae	37.96083	-122.141318
Fabaceae	37.956528	-122.140846
Cyperaceae	42.060257	-87.841463
Poaceae	42.060157	-87.841353
Asteraceae	42.05939	-87.84071
Fabaceae	42.060042	-87.84237
Cyperaceae	42.060181	-87.842511
Ranunculaceae	42.060205	-87.842535
Cyperaceae	42.060184	-87.841462
Liliaceae	34.111616	-118.913103
Poaceae	34.243444	-119.073547
Lauraceae	37.95078	-122.141447
Boraginaceae	37.896084	-122.199274
Rosaceae	37.948728	-122.139773
Apiaceae	37.951384	-122.140438
Solanaceae	37.94833	-122.139333
Fagaceae	37.954684	-122.139365
Fabaceae	37.94976	-122.139923
Asteraceae	37.956257	-122.140438
Geraniaceae	34.172837	-118.409562
Acanthaceae	35.987576	-79.057026
Fagaceae	44.372857	-72.43255
Asteraceae	38.964776	-94.840074
Acanthaceae	35.899596	-79.033116
Lamiaceae	41.720603	-81.172878
Solanaceae	33.148614	-93.579261
Lamiaceae	33.295847	-93.598997
Cucurbitaceae	35.204864	-115.8701
Acanthaceae	39.310735	-84.652244
Cactaceae	33.141092	-116.285961
Liliaceae	36.425903	-84.65535
Rosaceae	36.42147	-84.657447
Scrophulariaceae	36.171467	-86.308388
Brassicaceae	41.543588	-81.633562
Loganiaceae	35.851355	-84.90497
Orchidaceae	36.42383	-84.657288
Loganiaceae	36.486713	-84.655587
Hypoxidaceae	35.850933	-84.905525
Ranunculaceae	36.42508	-84.654717
Celastraceae	35.845992	-84.898833
Apocynaceae	36.170863	-86.308578
Ericaceae	36.463305	-84.661797
Boraginaceae	41.498619	-81.715
Onagraceae	37.317549	-122.191514
Papaveraceae	37.316853	-122.191546
Scrophulariaceae	41.762038	-81.284498
Fabaceae	41.762038	-81.284498
Fabaceae	41.762038	-81.284498
Acanthaceae	36.171019	-79.774759
Solanaceae	30.019867	-97.14716
Orobanchaceae	38.173955	-119.594829
Iridaceae	41.485719	-81.57397
Typhaceae	34.182482	-118.770066
Asteraceae	35.434041	-120.526725
Asteraceae	32.597538	-80.13205
Apocynaceae	39.564895	-77.597669
Rosaceae	37.788245	-122.469681
Solanaceae	31.969661	-110.294204
Poaceae	37.550294	-77.521634
Asteraceae	33.111683	-116.78938
Lamiaceae	33.111683	-116.78938
Cactaceae	30.298852	-98.858027
Phytolaccaceae	41.808565	-72.249676
Polygonaceae	34.180442	-118.095528
Asteraceae	39.337743	-120.221022
Bignoniaceae	36.321955	-95.516237
Lamiaceae	36.30302	-95.51645
Phytolaccaceae	41.824098	-72.312433
Ericaceae	34.199833	-118.024567
Phytolaccaceae	35.687114	-83.500493
Asparagaceae	41.944851	-72.01545
Polygonaceae	32.734067	-117.141753
Fabaceae	34.636226	-92.837171
Lamiaceae	34.634752	-92.842878
Asteraceae	38.120246	-122.829396
Asteraceae	38.125	-122.828
Asteraceae	38.123287	-122.825976
Fabaceae	34.635849	-92.837124
Asteraceae	38.123618	-122.825927
Primulaceae	38.125	-122.828
Papaveraceae	44.230329	-73.423184
Convolvulaceae	34.636078	-92.836971
Rosaceae	43.625889	-72.945564
Lamiaceae	34.636642	-92.836989
Asteraceae	38.125	-122.828
Asteraceae	38.124201	-122.827968
Phytolaccaceae	32.575553	-97.224593
Asteraceae	32.654391	-97.355507
Ericaceae	39.61702	-120.6202
Ericaceae	39.615975	-120.622213
Acanthaceae	35.147126	-89.989915
Papaveraceae	44.945361	-123.318787
Rosaceae	33.113002	-116.582365
Fagaceae	44.406601	-72.469307
Solanaceae	36.233658	-112.688359
Ericaceae	46.751033	-121.81295
Polygonaceae	34.053477	-118.927624
Phytolaccaceae	41.120746	-81.423798
Polygonaceae	33.702407	-117.182431
Polygonaceae	33.188274	-117.12069
Lamiaceae	34.162211	-117.183701
Polygonaceae	33.619666	-117.171445
Apiaceae	33.294324	-117.458814
Poaceae	35.940462	-97.524724
Bignoniaceae	35.194252	-106.638794
Apiaceae	34.011119	-118.45547
Solanaceae	37.967104	-121.683322
Lamiaceae	34.263344	-118.662575
Campanulaceae	36.21552	-87.018303
Lamiaceae	34.263344	-118.662575
Apocynaceae	36.05972	-87.003119
Fagaceae	36.055931	-87.003433
Balsaminaceae	36.215705	-87.0178
Lamiaceae	36.343895	-85.631067
Liliaceae	38.955939	-120.106984
Scrophulariaceae	38.907077	-120.073736
Ericaceae	46.74125	-121.918167
Polypodiaceae	46.758617	-121.878017
Lycopodiaceae	46.750617	-121.80995
Ericaceae	46.907267	-121.595283
Brassicaceae	34.193735	-118.884633
Saxifragaceae	46.865817	-121.5807
Rosaceae	37.878842	-119.352611
Lycopodiaceae	45.77865	-89.516897
Rhamnaceae	37.801147	-122.454839
Phytolaccaceae	37.680233	-97.947356
Phytolaccaceae	37.68038	-97.947307
Asteraceae	35.265716	-120.89291
Ericaceae	37.10815	-122.144255
Ericaceae	37.169373	-122.16686
Ericaceae	37.138513	-122.176357
Ericaceae	37.146775	-122.18
Sapindaceae	37.314758	-122.199016
Asteraceae	37.957045	-121.863476
Poaceae	34.142886	-118.289793
Asteraceae	34.35662	-118.610078
Simaroubaceae	34.273754	-118.661748
Lamiaceae	34.277023	-118.673107
Selaginellaceae	34.268278	-118.640368
Rosaceae	34.272291	-118.655807
Calycanthaceae	38.544998	-122.540001
Lamiaceae	37.954688	-122.614062
Orobanchaceae	38.902867	-78.204033
Rosaceae	46.918183	-121.666867
Fabaceae	34.142409	-118.756768
Scrophulariaceae	45.51215	-122.686547
Arecaceae	27.243346	-82.301017
Fabaceae	34.025663	-118.359686
Apiaceae	34.31674	-119.365102
Cyperaceae	30.308767	-97.821281
Euphorbiaceae	34.265438	-118.661713
Hypericaceae	43.489737	-73.027485
Polygonaceae	45.438632	-122.810551
Polemoniaceae	38.63022	-120.195396
Selaginellaceae	34.265871	-118.644742
Polygonaceae	34.267891	-118.646907
Anacardiaceae	34.092933	-118.587023
Malvaceae	34.092933	-118.587023
Asparagaceae	34.092933	-118.587023
Rosaceae	34.092933	-118.587023
Polygonaceae	34.092933	-118.587023
Rosaceae	34.092933	-118.587023
Asteraceae	34.092933	-118.587023
Cucurbitaceae	34.092933	-118.587023
Juglandaceae	34.015768	-118.499171
Heliotropiaceae	34.26305	-118.662777
Hydrophyllaceae	34.261844	-118.663238
Poaceae	37.633746	-79.553525
Poaceae	34.262962	-118.658495
Papaveraceae	34.175687	-118.409538
Polygonaceae	34.267458	-118.64632
Poaceae	34.267626	-118.645611
Primulaceae	38.1876	-122.963497
Cyperaceae	41.489728	-87.301613
Polygalaceae	41.489728	-87.301613
Betulaceae	34.039694	-118.751175
Anacardiaceae	34.039694	-118.751175
Malvaceae	34.039694	-118.751175
Rosaceae	34.039694	-118.751175
Lamiaceae	34.039694	-118.751175
Euphorbiaceae	34.039694	-118.751175
Asteraceae	34.039694	-118.751175
Anacardiaceae	34.04048	-118.754021
Asteraceae	34.039694	-118.751175
Fagaceae	33.809195	-116.775177
Anacardiaceae	34.039694	-118.751175
Asteraceae	38.077558	-122.975008
Asteraceae	34.174072	-118.409538
Polygonaceae	34.040534	-118.753978
Polygonaceae	34.040249	-118.753957
Asteraceae	34.045601	-118.753549
Fabaceae	34.040641	-118.754085
Lamiaceae	34.039076	-118.753098
Plantaginaceae	34.041103	-118.754064
Platanaceae	34.039716	-118.753656
Tropaeolaceae	34.039787	-118.753463
Rosaceae	34.040552	-118.753999
Adoxaceae	34.038649	-118.752798
Solanaceae	34.0388	-118.752943
Lamiaceae	34.0384	-118.752626
Sapindaceae	33.866164	-98.521941
Asteraceae	36.626997	-121.692166
Asteraceae	34.040116	-118.753798
Asteraceae	40.446007	-121.562012
Asteraceae	34.040116	-118.753798
Phytolaccaceae	32.815832	-96.727419
Menispermaceae	44.709623	-93.339526
Ericaceae	44.708914	-93.339865
Asteraceae	34.126713	-118.329937
Asteraceae	34.126788	-118.3285
Portulacaceae	34.126641	-118.330373
Polygonaceae	34.126633	-118.330425
Boraginaceae	34.126622	-118.330484
Asteraceae	34.126683	-118.33012
Solanaceae	34.127086	-118.327973
Asteraceae	34.126636	-118.3304
Asteraceae	33.99649	-119.742322
Asteraceae	34.004782	-119.752172
Euphorbiaceae	34.126719	-118.3279
Lycopodiaceae	47.464333	-91.275833
Asteraceae	45.778217	-94.496803
Fabaceae	45.778217	-94.496803
Papaveraceae	60.473342	-150.861137
Pinaceae	34.011238	-119.801449
Orobanchaceae	34.982331	-86.092987
Phytolaccaceae	36.628972	-87.140152
Polygonaceae	42.000358	-87.779502
Malvaceae	34.019102	-119.684197
Equisetaceae	39.428323	-120.24041
Asteraceae	39.429412	-120.241805
Hypericaceae	39.429551	-120.238044
Cactaceae	34.367328	-118.995322
Asteraceae	38.686045	-119.986621
Onagraceae	38.687288	-119.98544
Aquifoliaceae	45.43797	-122.810112
Malvaceae	40.338951	-75.169132
Phytolaccaceae	39.316928	-77.426375
Rosaceae	44.708823	-93.338642
Phytolaccaceae	41.809898	-72.258545
Ericaceae	38.797283	-120.109
Asteraceae	35.028126	-120.616186
Plantaginaceae	37.714927	-119.559884
Liliaceae	37.720812	-119.583347
Poaceae	34.063343	-118.356097
Asteraceae	34.045611	-118.412201
Cyperaceae	34.126691	-118.328167
Araceae	34.126533	-118.329684
Poaceae	34.126683	-118.330117
Euphorbiaceae	34.126683	-118.330117
Anacardiaceae	34.126683	-118.330117
Brassicaceae	34.045611	-118.412201
Asteraceae	34.126683	-118.330117
Fabaceae	34.126683	-118.330117
Ranunculaceae	42.914132	-73.781648
Fabaceae	37.943927	-122.135482
Asteraceae	45.506367	-122.67147
Convolvulaceae	45.506375	-122.671317
Onagraceae	37.942945	-122.138529
Polemoniaceae	37.946465	-122.135439
Apiaceae	45.506333	-122.67153
Polygonaceae	30.036845	-95.397994
Fagaceae	38.949715	-120.115786
Vitaceae	29.224227	-94.926675
Pinaceae	34.637322	-119.326898
Passifloraceae	36.139916	-79.839344
Asteraceae	29.220729	-94.923133
Liliaceae	38.046603	-119.260795
Plantaginaceae	34.296711	-118.0072
Hydrophyllaceae	34.296961	-118.010448
Fabaceae	34.297038	-118.0094
Apocynaceae	34.297361	-118.0072
Onagraceae	34.296947	-118.0072
Plantaginaceae	34.297038	-118.0094
Asteraceae	34.146903	-118.757143
Rosaceae	34.185891	-118.884225
Onagraceae	32.73493	-97.510392
Plantaginaceae	45.437788	-122.810562
Phytolaccaceae	42.396225	-83.879607
Rosaceae	34.296819	-118.0094
Asteraceae	34.296755	-118.009131
Rosaceae	45.438063	-122.810298
Geraniaceae	45.438063	-122.810298
Fabaceae	44.709543	-93.338863
Rosaceae	45.437749	-122.810585
Ericaceae	44.708939	-93.338389
Ranunculaceae	45.438063	-122.810298
Apiaceae	45.438063	-122.810298
Asteraceae	44.709143	-93.340671
Rosaceae	45.438063	-122.810298
Lamiaceae	36.30288	-95.518753
Poaceae	44.70917	-93.340219
Fabaceae	36.309472	-95.543158
Asteraceae	45.437892	-122.805503
Apocynaceae	38.94626	-92.44653
Geraniaceae	34.127308	-118.825587
Ericaceae	39.32965	-123.779869
Cannabaceae	44.708066	-93.336749
Solanaceae	33.338538	-118.330392
Pinaceae	44.415352	-73.023363
Cactaceae	34.21874	-118.904847
Asteraceae	34.146519	-118.805588
Poaceae	34.219609	-118.905608
Apiaceae	44.120509	-73.188657
Typhaceae	44.123222	-73.183508
Brassicaceae	34.21952	-118.903227
Sapindaceae	38.585225	-122.699484
Salicaceae	34.214047	-118.90747
Fagaceae	34.214757	-118.907706
Crassulaceae	34.214527	-118.910517
Polygonaceae	34.389768	-118.940327
Convolvulaceae	34.214447	-118.910506
Polygonaceae	34.361949	-118.881367
Cactaceae	34.218328	-118.910066
Poaceae	34.215503	-118.910967
Bignoniaceae	39.76387	-74.106112
Rosaceae	33.544868	-116.675775
Asteraceae	34.219929	-118.904756
Rosaceae	42.731607	-73.722666
Sapindaceae	42.787087	-73.797998
Lauraceae	38.579495	-122.706275
Rosaceae	42.735303	-73.815497
Scrophulariaceae	39.364684	-120.259457
Malvaceae	40.339601	-75.169433
Lamiaceae	38.070417	-122.918813
Ericaceae	46.638712	-86.215252
Ericaceae	47.440947	-87.875445
Ericaceae	46.639292	-86.214163
Adoxaceae	43.739789	-71.532283
Asteraceae	38.119459	-122.953963
Apiaceae	43.718233	-71.382594
Araliaceae	43.718233	-71.382594
Lythraceae	43.718233	-71.382594
Poaceae	34.147924	-118.759282
Asteraceae	26.442016	-98.242035
Poaceae	34.14851	-118.757534
Ranunculaceae	37.53641	-119.435291
Asteraceae	37.568461	-119.50362
Plantaginaceae	34.148945	-118.757951
Rosaceae	34.174413	-118.472781
Melanthiaceae	37.562473	-119.489386
Asteraceae	34.174413	-118.472781
Apocynaceae	34.174413	-118.472781
Asteraceae	34.174413	-118.472781
Lamiaceae	34.174413	-118.472781
Asteraceae	34.147444	-118.755558
Zygophyllaceae	34.164185	-118.39827
Oxalidaceae	34.147835	-118.759313
Oxalidaceae	34.147684	-118.755354
Celastraceae	42.002859	-87.780716
Asteraceae	42.001164	-87.779716
Orchidaceae	38.49762	-78.42976
Lamiaceae	38.119047	-122.951259
Onagraceae	32.78264	-97.573551
Melastomataceae	39.961513	-74.501005
Malvaceae	38.653483	-120.015533
Lamiaceae	32.92725	-96.785678
Ericaceae	47.74794	-122.52828
Simaroubaceae	39.59932	-79.959442
Asteraceae	37.929267	-122.135203
Rosaceae	38.550145	-119.815613
Fabaceae	38.680638	-119.975561
Orobanchaceae	38.588642	-119.823944
Liliaceae	47.352872	-91.275073
Orobanchaceae	38.608264	-119.821193
Orobanchaceae	47.3505	-91.276167
Lamiaceae	41.67705	-87.802001
Asteraceae	39.431834	-120.242459
Nymphaeaceae	43.181225	-72.449706
Betulaceae	37.951042	-122.141646
Dryopteridaceae	37.955873	-122.138872
Fagaceae	38.813058	-120.111503
Fabaceae	33.783195	-118.11353
Vitaceae	41.116111	-82.063708
Cyperaceae	40.617787	-80.043567
Lamiaceae	43.589048	-73.413477
Fabaceae	33.870954	-118.085685
Campanulaceae	44.698586	-73.009392
Juncaceae	41.965532	-87.633586
Orchidaceae	35.355848	-76.97545
Ericaceae	41.65498	-87.755294
Euphorbiaceae	41.964539	-87.632484
Tofieldiaceae	41.667013	-87.627637
Ericaceae	38.939677	-120.047803
Orobanchaceae	47.416667	-91.096
Rosaceae	32.752929	-97.21696
Asteraceae	32.753028	-97.21693
Poaceae	34.348751	-119.054503
Solanaceae	34.349593	-119.057207
Asteraceae	41.965577	-87.633178
Asteraceae	41.336188	-75.061115
Fabaceae	32.596258	-97.088838
Lygodiaceae	30.531841	-91.091508
Cornaceae	47.41692	-91.09617
Solanaceae	32.596304	-97.086936
Ericaceae	36.146575	-118.5449
Cornaceae	32.587604	-97.083736
Phrymaceae	47.496908	-120.873298
Lycopodiaceae	47.41959	-91.097275
Asteraceae	30.426337	-91.038989
Ranunculaceae	36.153258	-118.600403
Betulaceae	43.799605	-72.812279
Araliaceae	43.823834	-72.907962
Asparagaceae	43.823052	-72.907013
Ericaceae	43.82782	-72.914622
Oleaceae	43.8247	-72.903888
Asteraceae	35.606068	-81.056519
Balsaminaceae	43.824415	-72.904309
Fagaceae	43.823768	-72.907939
Sapindaceae	43.797682	-72.811695
Orchidaceae	43.962159	-72.89212
Rosaceae	43.82793	-72.914879
Adoxaceae	43.824504	-72.905115
Liliaceae	43.823406	-72.905724
Adoxaceae	43.823805	-72.909029
Dryopteridaceae	43.795783	-72.814179
Caprifoliaceae	43.82424	-72.907141
Asteraceae	43.828009	-72.914962
Saxifragaceae	43.824492	-72.904205
Pinaceae	43.826305	-72.91184
Balsaminaceae	43.824347	-72.906333
Ranunculaceae	43.825064	-72.915715
Poaceae	44.009639	-96.320491
Plantaginaceae	43.828021	-72.915053
Betulaceae	43.79577	-72.814158
Asteraceae	43.82587	-72.913851
Cornaceae	43.828021	-72.915053
Melanthiaceae	43.824488	-72.90372
Onocleaceae	43.824056	-72.908269
Poaceae	44.009762	-96.320438
Ericaceae	43.796218	-72.814087
Anacardiaceae	38.611246	-75.079257
Pinaceae	43.848325	-72.849848
Liliaceae	43.823655	-72.907796
Betulaceae	43.82657	-72.913797
Pinaceae	43.824144	-72.907007
Lamiaceae	43.63433	-72.537797
Fagaceae	43.777946	-72.808215
Asteraceae	42.059687	-87.842536
Asteraceae	42.060127	-87.841199
Asteraceae	42.059627	-87.841473
Asteraceae	42.059712	-87.842551
Poaceae	44.469344	-92.070817
Fabaceae	42.059469	-87.842547
Lamiaceae	42.059696	-87.842607
Ericaceae	43.807778	-72.531111
Hypericaceae	42.059699	-87.842026
Lythraceae	42.059735	-87.842571
Asteraceae	42.060029	-87.840513
Apocynaceae	42.059814	-87.842802
Poaceae	42.059682	-87.842247
Onagraceae	42.059676	-87.842006
Verbenaceae	37.537267	-97.679162
Onagraceae	42.059633	-87.842482
Asteraceae	42.059785	-87.842571
Apocynaceae	42.059872	-87.842354
Poaceae	42.059573	-87.840963
Asteraceae	42.059678	-87.8412
Poaceae	42.060004	-87.840516
Equisetaceae	42.059994	-87.842293
Onagraceae	42.059738	-87.842041
Amaryllidaceae	42.059509	-87.842019
Polemoniaceae	37.313887	-122.187753
Rosaceae	42.059457	-87.842167
Apocynaceae	33.673763	-117.777411
Passifloraceae	38.5643	-75.073905
Fouquieriaceae	31.389955	-111.118295
Apocynaceae	44.00967	-96.320341
Asteraceae	44.00987	-96.321028
Lythraceae	41.049909	-81.5038
Fabaceae	44.470859	-92.067244
Nymphaeaceae	44.455441	-72.421843
Poaceae	44.010256	-96.326575
Amaryllidaceae	44.009577	-96.320245
Lamiaceae	44.526922	-92.061796
Apocynaceae	41.751507	-83.447895
Verbenaceae	44.009855	-96.321822
Balsaminaceae	44.471351	-92.067737
Poaceae	44.470671	-92.067298
Apocynaceae	44.009832	-96.321039
Poaceae	41.905038	-83.466848
Plantaginaceae	44.009978	-96.322246
Asteraceae	40.184296	-84.314718
Asteraceae	38.855579	-75.242782
Bromeliaceae	27.871166	-97.642263
Lamiaceae	44.470859	-92.067244
Asteraceae	44.470832	-92.06724
Fabaceae	44.664555	-73.345508
Fabaceae	27.481319	-97.831814
Poaceae	44.466701	-92.068667
Poaceae	44.014569	-96.324847
Campanulaceae	44.470987	-92.067345
Asteraceae	44.526957	-92.061711
Alismataceae	44.013883	-96.324697
Lamiaceae	44.009708	-96.321532
Urticaceae	44.471308	-92.067581
Bromeliaceae	27.871365	-97.642601
Apocynaceae	41.960695	-83.407194
Poaceae	37.663863	-97.446228
Verbenaceae	44.471438	-92.067961
Lythraceae	41.761795	-83.567483
Asteraceae	44.664616	-73.345366
Lamiaceae	41.837356	-83.569368
Polygonaceae	34.128217	-119.07522
